"orf","SC","SM","YPD"
"YAL055W",0.992106289421,0.935303571015,0.966642964182
"YAL058C-A",0.797808831583,0.936102095171,0.78035585039
"YAL058W",0.813373608334,0.95749395129,0.842832232091
"YAL059W",0.92856536938,0.949037195202,0.890213053201
"YAL060W",1.01014370884,1.00583492173,0.996389775346
"YAL061W",0.997295527631,1.04088777614,1.0333542107
"YAL062W",1.00499035093,1.02267606686,1.00370654926
"YAL064C-A",0.987521971775,0.998450565063,0.995844105065
"YAL065C",1.00321342212,0.998887304474,1.03801184864
"YAL066W",1.00063841828,1.01990925753,1.00945027486
"YAL067C",1.00209251404,1.02314068827,0.992875852338
"YAL067W-A",0.971455630405,0.99669623506,0.959469306563
"YAL068C",1.01787241125,1.04133679166,1.06848271325
"YAR002C-A",0.933291853481,0.998376299661,0.982600912746
"YAR002W",0.890889490123,0.995415110576,0.851849708957
"YAR003W",0.928798146986,0.916651797778,0.942510579785
"YAR014C",0.636386151291,0.6324203998,0.975760596397
"YAR018C",0.848880386536,0.85278570528,0.884329803782
"YAR020C",0.99346396519,1.02084956216,1.01265617729
"YAR023C",0.978385786544,0.977113769438,1.00516637455
"YAR027W",0.985245101344,1.02633785076,0.986050362932
"YAR028W",0.964481366695,0.973094962437,0.983807817817
"YAR029W",0.752431313273,0.810199427782,0.932573389407
"YAR030C",0.966563412754,1.01688460137,1.10487464327
"YAR031W",0.993483097154,0.983790918619,0.995223832986
"YAR035C-A",0.975646320577,0.951733830827,0.958299554293
"YAR035W",0.990503849703,0.986846563208,1.02386771529
"YAR037W",1.02165922149,1.01980145582,1.02814058753
"YAR040C",0.982147098243,0.976807218387,1.01200897953
"YAR042W",0.912597645085,0.954901252107,0.980985472802
"YAR043C",0.896229633862,0.914427451874,1.01524833304
"YAR044W",0.905599427305,0.918412847276,0.987176632772
"YAR047C",0.980998437184,0.972161401842,1.03626430246
"YAR050W",1.04424641014,1.01076001203,1.04976558721
"YBL001C",0.797438962194,0.879955272482,0.880743066036
"YBL002W",0.928031810956,0.675355021127,0.790096649411
"YBL003C",0.965659065873,0.935074727955,0.899593627953
"YBL005W",0.962861598869,0.968891683892,1.00229889224
"YBL006C",0.893088962007,0.701153634328,0.970618907505
"YBL007C",0.7634751993735,0.639541935481,0.763468151332
"YBL008W",0.812942421683,0.827174357923,0.825087358332
"YBL008W-A",0.964458601616,0.941630085913,0.993432277334
"YBL009W",0.974946967733,0.930680833558,0.992929291772
"YBL010C",0.923182968045,0.948214674278,1.00329677546
"YBL011W",0.919265445918,0.946122136738,0.604042045532
"YBL012C",0.988587173229,0.767425146738,0.753243535811
"YBL013W",0.981472243572,0.942441423197,0.9820371038825
"YBL015W",0.982546266363,1.007000014565,0.9994337486395
"YBL016W",0.987627655492,1.03338381435,0.993652606642
"YBL017C",0.86256979935,0.88402186719,0.808210810994
"YBL019W",0.978463533607,1.00816237517,1.05347128793
"YBL021C",0.994219967471,0.77745222575,0.906151296289
"YBL022C",0.917169816365,0.780906307176,0.696198944383
"YBL024W",0.906645101835,0.874643329542,1.05659204641
"YBL027W",0.662704659099,0.650784434145,0.695898151261
"YBL029C-A",0.968879371869,0.979715719802,0.993564883563
"YBL029W",0.992621898393,1.02410966565,1.02298664359
"YBL031W",0.851981345789,0.903541118,0.948291480015
"YBL032W",0.893542625013,0.950953572875,1.02939731402
"YBL033C",1.03507158173,0.872105211467,0.993815248825
"YBL036C",0.9734433638565,0.975238236972,0.9555376895385
"YBL037W",0.947764740059,0.931526527639,0.99013238274
"YBL039C",0.93765273166,0.9457224306055,0.8347382694785
"YBL039W-A",0.966461978009,0.972116246452,0.979664524581
"YBL042C",0.919728476054,1.01096098916,0.950459381258
"YBL043W",0.973757339685,0.989920831386,0.981595634752
"YBL044W",0.9946785080815,0.7770095022185,0.772084477415
"YBL045C",0.969105138471,0.8532240624795,0.7684320494285
"YBL046W",0.965417055118,0.997465690286,0.978895319262
"YBL047C",0.836356328258,0.72310094743,0.950222821142
"YBL048W",0.923125129117,0.979467160263,1.02476682674
"YBL049W",0.986725239487,1.00872536882,1.00737046119
"YBL051C",0.802119461186,0.788614821967,0.896803984055
"YBL053W",0.980579925308,0.961028456391,0.987822563343
"YBL054W",0.991197687278,1.04573184382,0.998179244074
"YBL055C",0.933123412665,0.945980780522,0.842643405542
"YBL056W",0.94307011626,0.94616381109,0.969256320299
"YBL057C",0.968763008321,0.98718688785,1.0139294102
"YBL059W",0.931327343367,0.906831957745,1.04164687806
"YBL060W",1.01976276929,1.01036013702,0.87603421286
"YBL062W",0.896746602942,0.959843607332,1.02979690209
"YBL063W",0.96703032843,0.949999582826,0.992836695393
"YBL064C",0.946661377496,0.973140612292,1.03390502249
"YBL065W",0.994194248539,0.96452596932,1.04029231156
"YBL066C",0.955058592423,0.948798719685,1.00179999043
"YBL067C",1.02041391152,1.0559188709,1.02390491786
"YBL068W",0.97467046668,0.985645042913,0.951024495622
"YBL069W",0.952878950164,0.979858656888,0.953541817217
"YBL070C",0.959987805629,0.975596849501,1.01917971866
"YBL071C",0.881896984654,0.889472106918,0.835359403546
"YBL071C-B",0.732005993595,0.589695274247,0.811504846914
"YBL071W-A",0.656465068176,0.47275758883,0.573915878401
"YBL072C",0.7773160020065,0.6535314540755,0.864640579508
"YBL075C",0.91362748556,0.9663146978,0.952602170854
"YBL078C",0.896012856008,0.961651490858,0.970374221063
"YBL079W",0.8986715320855,0.955622160554,0.8404556234855
"YBL080C",0.8574712526455,0.763669799343,0.7651364209055
"YBL081W",0.930017419066,0.799705830996,0.981606967231
"YBL082C",0.71335275566,0.727551877765,0.754635316772
"YBL083C",0.734852173877,0.754964644685,0.916818856811
"YBL085W",0.899688677153,0.927400592618,0.994258791122
"YBL086C",0.932609795365,0.961068029529,1.01156724419
"YBL087C",0.713725858598,0.76664890396,0.74318885385
"YBL088C",0.956982623752,0.998471902251,0.927938940162
"YBL089W",0.959031785484,0.925504655091,1.00251767292
"YBL091C",1.00844184699,1.00655993023,1.03504665319
"YBL091C-A",0.9786534317525,1.015594931077,1.014823433565
"YBL093C",0.85946782553,0.597820947797,0.772613801199
"YBL094C",0.950526338434,0.950378194369,1.05381358438
"YBL095W",0.987087287997,0.989305956003,1.01976730664
"YBL096C",1.03718035564,1.01823415915,1.04168897331
"YBL098W",0.92570381621,0.890294040419,0.919695644659
"YBL099W",0.993604470932,0.95525655416,1.00600152673
"YBL100C",1.00640937634,0.969864490064,1.06830061719
"YBL101C",0.96871435624,1.01646295063,1.03259663041
"YBL101W-C",0.98243639932,0.945347849779,0.974391136688
"YBL102W",0.892472484307,0.931147902047,0.986739653473
"YBL103C",0.68966266048,0.4217172570565,0.862003480284
"YBL104C",1.04642389597,1.010462643892,0.9901095861115
"YBL106C",0.80420994656,0.803064167288,1.0009002928
"YBL107C",0.864068732134,0.912780553983,0.934579345617
"YBR001C",1.00240470249,0.936900658831,1.01137033496
"YBR003W",1.02113841197,1.00717094794,1.05459431976
"YBR005W",0.989725544336,0.952863109722,0.947976060151
"YBR014C",0.950108585739,0.931946214726,0.983640337242
"YBR015C",0.883630086359,0.867331233204,0.979237903658
"YBR016W",0.98021898726,0.970671470957,1.00626448596
"YBR018C",0.996917367037,0.97068846018,0.974360892769
"YBR019C",0.93575356084,0.916856199149,0.950275527709
"YBR020W",0.9889276732955,0.9807028459475,1.0242953255645
"YBR021W",0.879740261582,0.821443772027,0.93479972277
"YBR022W",1.01362634929,0.962991395804,1.01768267932
"YBR023C",0.884071867415,0.888535622466,0.97981924607
"YBR024W",0.952441791745,0.977176719016,0.986022404521
"YBR025C",0.788127782988,0.829126526521,0.885428424702
"YBR026C",0.359655293811,0.339725527116,0.73188994258
"YBR027C",0.955130638202,0.968277488451,1.02023021551
"YBR028C",0.95132699151,0.951246388835,0.962328063068
"YBR030W",0.970905084552,1.00035050628,0.992394142819
"YBR031W",0.839333510989,0.882071911107,0.737626939504
"YBR032W",1.07677773854,1.05359911146,0.993031616417
"YBR033W",1.02417462549,1.03661306141,1.01493187305
"YBR034C",0.774055237091,0.752350128415,0.966902845069
"YBR035C",0.296122331509,0.545945752182,0.545453604497
"YBR036C",0.817237546208,0.735126721457,0.954899040044
"YBR037C",0.927244694507,0.861895591718,1.04631681152
"YBR040W",1.02436571015,0.952797334057,0.970296194984
"YBR041W",0.883332124061,0.916040084254,0.969200088649
"YBR042C",0.929766587438,0.942099069234,0.946840360216
"YBR043C",0.971390445019,0.9388600132,1.0048341399
"YBR044C",1.01099528655,0.937913096735,0.958580414826
"YBR045C",1.04619721165,1.01099173094,1.01337741757
"YBR046C",1.07972024891,1.01880919533,1.00767960132
"YBR047W",0.9752581086,0.976263422498,0.993139051976
"YBR048W",0.598435950073,0.601180064703,0.519940683486
"YBR050C",1.02411770437,0.98552803664,1.03618819114
"YBR051W",1.00828763491,1.00811357364,1.02643267844
"YBR052C",1.00915505994,1.00300348928,1.01092104387
"YBR053C",1.02479586702,1.02287363645,1.00940337581
"YBR054W",1.03140088239,1.01323466403,1.03687560477
"YBR056W",0.979855460607,0.965209496933,0.990106338317
"YBR056W-A",0.983365293728,0.931597425417,0.99003895549
"YBR057C",0.960687268644,0.952494441689,1.00673150868
"YBR058C",0.752033646286,0.812441078021,0.922751437832
"YBR059C",1.05446426729,1.03195064866,1.03408961426
"YBR061C",0.862660828529,0.893425015617,0.717809700534
"YBR062C",1.001948186865,0.995519737792,0.9899766229435
"YBR063C",1.04425173282,1.00267740897,0.984016544756
"YBR064W",1.01546824134,1.01527713052,0.969047999487
"YBR065C",1.02582328362,1.03052450244,0.97854583766
"YBR066C",1.06504301803,0.997059258371,1.03839438094
"YBR067C",0.991998145506,0.987391230492,0.963632661112
"YBR068C",1.01312327608,0.965385864414,0.983974501262
"YBR069C",0.749010245093,0.764343929181,0.752402849236
"YBR071W",1.01553649265,1.00553876357,1.02968985416
"YBR072C-A",1.0062554238,0.989877426822,1.00105123206
"YBR072W",1.00101716175,1.01915224238,1.03245407266
"YBR073W",1.02296324448,0.995791439563,1.05567941845
"YBR074W",1.0393174386665,0.998242956777,1.0412931507285
"YBR075W",0.985871801224,0.9641754395435,1.0169196395
"YBR076W",1.05577741165,1.05038494813,1.04795341587
"YBR077C",0.907910710804,0.861981188177,0.808276919789
"YBR078W",0.902575275507,0.864715530018,1.21800675511
"YBR082C",0.724967719629,0.761532457862,0.92852774915
"YBR083W",1.03484337276,0.995165684809,1.02515875306
"YBR084C-A",0.636508352308,0.665257132071,0.681687677082
"YBR084W",1.00032668621,0.934634885474,0.970926080411
"YBR085C-A",0.79181871994,0.723238864678,0.938591882352
"YBR085W",1.03037917406,0.947834459183,0.946520440043
"YBR090C",1.01961196333,1.031910936,1.09693528494
"YBR090C-A",0.99188998699,1.00085474604,1.03105331093
"YBR092C",0.998126622189,0.970701835118,1.00923122978
"YBR093C",0.906301346942,0.871436594805,0.93790101899
"YBR094W",0.922324271191,0.909412658216,0.954125492515
"YBR095C",1.07984943457,1.01166127264,0.811896323897
"YBR098W",0.9134276105785,0.9043942850095,0.930385515258
"YBR099C",0.920062830269,0.902552177654,0.973606193114
"YBR100W",0.954420981212,0.961495382157,1.029528464985
"YBR103W",0.890678816495,0.916032052054,0.937778602731
"YBR104W",0.97689155909,0.983182578426,0.993345487328
"YBR105C",1.0175651796795,0.974389284255,0.9638942231875
"YBR106W",0.869040500069,0.785863506049,0.853005936824
"YBR107C",0.851187417121,0.817065126021,0.933140280093
"YBR108W",0.977372688111,0.95878463663,1.00408600945
"YBR111C",1.00310439137,0.94369531996,1.04446218053
"YBR111W-A",0.681970895114,0.59875543494,0.642039561323
"YBR113W",0.986528171062,0.977638438786,1.00854159485
"YBR114W",0.925898391944,0.955144068005,1.03918224532
"YBR116C",0.997033955639,1.00785705638,0.984097651137
"YBR119W",1.05866839433,1.03142584503,1.01429967331
"YBR120C",1.0647174612,1.02261437529,1.00091957672
"YBR121C",0.930977065241,0.930627841963,0.931145136865
"YBR122C",0.804977375609,0.548062468717,0.6604980363785
"YBR125C",1.00018663704,1.02155045517,1.02509718658
"YBR126C",1.05053698349,1.01846387749,0.956043338241
"YBR128C",0.935194832442,0.968889319099,0.972764686272
"YBR129C",0.832316674058,0.891290564825,0.962976205012
"YBR130C",0.984769325016,0.966677589166,0.966644356591
"YBR131W",0.846639179191,0.760865488067,0.968449783381
"YBR132C",0.743005583122,0.404894826807,0.594094489875
"YBR133C",0.9422031655545,0.8974800296325,0.9154442909705
"YBR134W",0.905917421887,1.0069810086,1.01366065523
"YBR137W",0.995707078228,0.963597358618,1.00668387514
"YBR138C",1.02813149809,0.975439282575,1.01923525998
"YBR139W",0.784564255566,0.840227369988,1.10787631224
"YBR141C",0.926249685651,0.955686568628,0.940625915379
"YBR144C",0.93948026016,0.980532584911,0.941613681366
"YBR145W",1.02743029623,1.01153962617,0.981039749119
"YBR146W",0.949773528196,0.917427917839,0.970735308828
"YBR147W",0.645233584089,0.524210735663,0.956950645812
"YBR148W",1.01301321039,0.994889546247,0.996663784521
"YBR149W",1.01862421869,1.05274628481,1.00679948607
"YBR150C",1.01140805946,1.00768677352,0.953057465663
"YBR151W",0.968356455607,0.995387034059,1.02558770413
"YBR156C",1.03278731736,0.97949239756,0.96850973917
"YBR157C",1.0020025959175,0.9964071207765,0.989337994927
"YBR158W",0.981232131207,0.923570347004,0.971040446821
"YBR159W",1.05450674779,1.02479398478,1.01464484258
"YBR161W",0.967204906752,0.933324596895,0.955991554047
"YBR162C",0.935092162095,0.981838345876,0.981590547329
"YBR162W-A",0.9353628043165,0.9666486794635,0.9870324610465
"YBR164C",1.03435943654,0.988484925992,0.938050235642
"YBR165W",0.966537462599,1.01529830746,0.986460153823
"YBR166C",1.04026266761,1.07752723931,0.988446986251
"YBR168W",0.917137923327,0.91341494591,0.906320570864
"YBR169C",0.985191757735,0.99691297911,1.00828750567
"YBR170C",1.02260024292,1.02349900592,1.01581130957
"YBR171W",0.765240568432,0.878768912844,1.05079936666
"YBR172C",1.01928874589,0.951034343958,0.971566554959
"YBR173C",0.289586928336,0.414521406421,0.475652861535
"YBR174C",0.873245001424,0.846904746136,0.89104725189
"YBR175W",0.880424671796,0.853395915238,0.915001230477
"YBR176W",0.941557944736,0.890706576397,0.941993862845
"YBR177C",0.995254621806,0.97721071512,0.980300070095
"YBR178W",0.991991640268,0.999059885079,1.05255137059
"YBR179C",0.905924615389,0.597475486973,0.65420227752
"YBR180W",1.01429635394,0.993114402424,1.01228675257
"YBR181C",0.657668233143,0.669424709454,0.834461209994
"YBR182C",0.921695562681,0.922432913902,1.05816319839
"YBR182C-A",1.00771342644,1.00732692313,1.0122803421
"YBR183W",1.00923903307,0.989640176321,0.995787080708
"YBR184W",0.831447516442,0.806826195965,0.964505360783
"YBR185C",1.0276015397,1.02555813243,0.945728180142
"YBR186W",0.906009915233,0.951004837504,1.01544572364
"YBR187W",0.980112331489,0.955376040611,0.992389013043
"YBR188C",0.983429007269,0.951390045937,0.977241206333
"YBR189W",0.703487167587,0.60346204694,0.695976577937
"YBR194W",1.01051803741,0.984579105445,0.967891116958
"YBR195C",0.967728199595,0.955510649104,0.954036036115
"YBR196C-A",0.7819377330415,0.6676667929945,0.656843607183
"YBR196C-B",0.991653029866,1.02189132873,0.996931134867
"YBR197C",1.01104001833,1.00348330874,1.00653818073
"YBR199W",1.07395642342,1.02217081956,1.05926520751
"YBR200W",0.641320366671,0.817109995143,0.58548326504
"YBR200W-A",0.979520244745,0.988242269319,0.989330626227
"YBR201W",0.9633067701535,0.9607711858155,1.0240972812735
"YBR203W",0.999754525904,1.02589280972,1.00471520963
"YBR204C",1.0182680694,1.0124059795,1.00087671969
"YBR205W",1.00103288094,0.993055972929,0.985792941116
"YBR206W",1.0161786137,0.985722327731,0.98885752432
"YBR207W",1.00947001743,0.990706046695,1.00054208947
"YBR208C",0.976377667894,0.93093002967,0.96299028615
"YBR210W",0.980101370263,1.02579580538,1.01510745725
"YBR212W",1.10145377926,0.99417273261,1.0059189263
"YBR214W",0.980706076234,0.999538533523,1.0081376366
"YBR215W",0.808978732905,0.78038427654,0.951031518899
"YBR216C",0.992275567604,1.00565218892,0.996088222869
"YBR217W",0.931848305039,1.0145830216,0.98898523375
"YBR218C",0.963660040393,0.989456481719,0.98449518751
"YBR219C",0.954778017472,0.971549296284,1.01827232788
"YBR220C",0.762178921963,0.632491246676,1.09106054353
"YBR221C",0.309162663687,0.346398063414,0.904080567761
"YBR221W-A",0.677873098121,0.45659514956,1.00961538067
"YBR222C",0.847600834068,0.757904317453,1.09824707211
"YBR223C",0.973391736738,0.967022147511,1.06341199336
"YBR224W",0.811054913162,0.732851785855,0.910662394302
"YBR225W",0.952807417828,0.96847471601,0.889339540106
"YBR226C",0.980408037001,0.978600040719,1.06595025201
"YBR227C",0.943116744459,0.843174456575,0.994196335371
"YBR228W",0.828887891514,1.01899875381,0.977727245479
"YBR229C",0.849559609073,0.822428031833,0.913787502763
"YBR230C",0.988963740801,0.971417776814,0.989131068183
"YBR231C",0.858039697845,0.824849369698,0.909190493908
"YBR232C",0.996350876041,0.988505731329,0.965404123248
"YBR233W",0.968201354151,0.973212539467,0.980601265456
"YBR235W",0.975427817841,0.93659564108,0.966643720121
"YBR238C",0.871057263625,0.928720568139,0.953213384805
"YBR239C",0.943118224849,0.970863326423,1.01930762674
"YBR240C",1.0133653052,0.998481940552,1.03710714754
"YBR241C",0.8296909832,0.801307729148,1.109338837
"YBR242W",0.795970312832,0.819877478414,1.03306991719
"YBR244W",1.01476184734,0.994688775495,1.02648434168
"YBR245C",0.927604725171,0.926143114575,1.0194064698
"YBR246W",0.889988144678,0.858189961939,0.958568046489
"YBR249C",0.951015454126,0.896497726659,0.940931921728
"YBR250W",0.974300183529,0.978008139442,0.926053598064
"YBR255W",0.803009648747,0.882768821301,0.928028322491
"YBR258C",0.838797696481,0.785891256117,1.1126256435
"YBR259W",1.00346954046,1.00472593044,1.00324492816
"YBR260C",0.992210752581,1.00653468356,0.9856685592
"YBR261C",0.935369590497,0.965668279481,1.00843473519
"YBR262C",1.01167046178,0.971812062633,1.00220660281
"YBR263W",1.01863706829,0.984015617565,0.989095996603
"YBR264C",0.925634527347,0.936732723701,0.935563099882
"YBR266C",0.841678921193,0.864304035959,0.890154496572
"YBR267W",0.477412626073,0.649566124482,0.620797532697
"YBR268W",0.938475609795,0.840600356705,0.826784340341
"YBR269C",1.03145811157,1.04850668218,1.03303815407
"YBR270C",0.876585463338,0.872620504156,0.936202108465
"YBR271W",0.975434155918,0.986823732795,0.983655245844
"YBR272C",0.89315922698,0.943690654367,1.00229626686
"YBR274W",0.985795900516,0.9722832809475,0.976298214799
"YBR275C",0.964461628161,0.922372495858,1.01419338957
"YBR276C",1.009839928,1.0063751021,1.13721789459
"YBR277C",0.937856596349,0.946415802679,0.933581248048
"YBR278W",0.938384758132,0.917807750163,0.9125575734
"YBR279W",0.87396159863,0.896288748103,0.826736892369
"YBR280C",1.00705450328,1.02072077988,0.995591944506
"YBR282W",0.97791088334,0.761698053201,0.848703978577
"YBR283C",0.986893773778,0.978160997008,0.82133437217
"YBR284W",0.935792381107,0.789654794377,0.992832489415
"YBR285W",1.04761080661,1.04019539425,1.04304037972
"YBR286W",1.03723903207,1.03509945817,1.07941806017
"YBR287W",0.992083972949,1.02936919564,1.00001357745
"YBR288C",0.8540382172,0.865819675629,0.93186008033
"YBR289W",0.729668600554,0.763499366298,0.733329617073
"YBR290W",0.939533951886,0.902484368401,0.955070475714
"YBR291C",1.02701632276,0.965091247536,1.02785881243
"YBR292C",1.00237301399,0.990355557722,0.989436381345
"YBR293W",1.03210877513,1.0100270544,1.04924470113
"YBR295W",0.988296355528,0.978359982192,1.0068561892
"YBR296C",1.01033801451,0.888992270531,1.03975366274
"YBR296C-A",1.01062447041,1.00237571658,1.00619103515
"YBR297W",1.00475596141,1.01468415856,1.00883273912
"YBR298C",1.01853417956,1.01651486114,1.00549221238
"YBR299W",0.846614007853,0.823447389722,1.09647157029
"YBR300C",0.988956468853,0.99700661912,0.998320450272
"YBR301W",1.02950418187,1.12327797462,1.03855544664
"YCL001W",0.886779007258,0.917748243933,0.945411382878
"YCL001W-A",1.01132603477,0.994477161617,1.0212279413
"YCL001W-B",1.00953251292,1.02614240744,1.00917317172
"YCL002C",0.9297612318985,0.8925972603055,0.996992263158
"YCL005W",0.984035207603,0.911805506914,1.0191926883
"YCL006C",0.9897760438685,0.9929885890695,1.017323081669
"YCL008C",0.920791999153,0.793944253592,0.837950160425
"YCL009C",0.974121731809,0.879087196237,0.979893852316
"YCL010C",0.847420513012,0.653413124456,0.938718196446
"YCL011C",1.00580854922,1.04305610858,1.03104476274
"YCL012W",1.08608440375,1.04748443027,0.979173024356
"YCL013W",1.03568702601,0.974021446716,1.00045192488
"YCL014W",1.05793551113,1.04419006726,0.997590565614
"YCL016C",0.641730281751,0.68960791557,0.742843757837
"YCL021W-A",0.996365954302,1.04257034342,1.00940913481
"YCL022C",1.02902547802,0.991081338023,0.967676354441
"YCL023C",1.068310504365,1.000574765512,0.9510697273535
"YCL024W",0.992667945006,0.991812557622,1.10348621402
"YCL025C",1.02996257381,1.01081588817,1.07615140727
"YCL026C",1.05560970908,1.09732536948,1.1135113044
"YCL026C-A",0.991385254394,0.956062433955,0.982653648887
"YCL026C-B",0.9311079649765,0.9243997378825,1.044088996655
"YCL027W",0.986228443441,0.952316800757,1.01634340208
"YCL028W",0.990803665403,1.02140170055,1.00838252123
"YCL029C",0.947898896276,0.954289697862,0.941078747093
"YCL032W",1.06201292923,1.05757554487,1.03995699729
"YCL033C",0.999927626622,0.994262697297,1.10196753296
"YCL034W",1.05756862779,0.948917816817,1.03654966232
"YCL035C",1.01221616979,1.01402438187,0.978773160742
"YCL036W",1.01718745536,1.02138060977,1.05305866889
"YCL037C",0.978097094132,0.975728450223,1.03612695671
"YCL038C",0.9477587212745,0.975525162882,0.9897677747995
"YCL039W",1.01300313738,0.989767000163,0.965177372869
"YCL040W",1.06687020366,0.970341230502,1.00747238107
"YCL042W",0.971549028097,1.00578617487,1.01685048205
"YCL044C",1.05401105681,1.0401991747,0.93258682232
"YCL045C",0.918888618184,0.935724982423,0.975397899107
"YCL046W",1.0041933516,0.997624126913,1.05619999371
"YCL047C",1.02903026914,0.990680473753,1.00340016199
"YCL048W",1.02104690661,1.00117841371,1.00201814538
"YCL049C",1.0565261181,0.993977809345,1.00232635436
"YCL050C",0.972093587855,0.974496937986,1.07227701544
"YCL051W",1.01586787013,0.988371446099,1.03619303246
"YCL055W",0.864376781506,0.813559759809,1.01015066845
"YCL056C",1.01830488804,1.0409856246,1.08469536688
"YCL057C-A",0.944819100594,0.890894353386,0.940832694012
"YCL057W",0.936850339991,1.01555528959,1.02536417029
"YCL058C",0.60358196215,0.594437327513,0.602554613089
"YCL060C",0.776014257866,0.751733523996,0.687479398234
"YCL061C",0.900421847388,0.8408153793125,0.798613011885
"YCL062W",0.861435093739,0.853592300584,0.869208857842
"YCL063W",0.908948207987,0.917116380433,0.989981740429
"YCL064C",1.01780535613,1.02858291387,0.968842739187
"YCL069W",0.98685435998,0.985714655232,1.04744699362
"YCL074W",0.96387865943,0.970966803161,1.00076898246
"YCL075W",1.00121368328,1.01518522434,1.01489874791
"YCL076W",0.999089937441,0.978786753165,1.05887257188
"YCR001W",0.901212300188,0.887722436997,0.969499622842
"YCR002C",0.917318831967,0.81197052097,0.924293286659
"YCR003W",0.929325105978,0.827545268359,0.791849592167
"YCR004C",0.989268010004,0.947090811001,0.992349611603
"YCR005C",1.03662834479,0.92401300487,1.0148695132
"YCR006C",1.03268754334,0.927305196816,1.03376839801
"YCR007C",1.02825626089,0.967872645107,0.989989896238
"YCR008W",0.861648229765,0.696035361958,0.948103005646
"YCR009C",0.651245991249,0.656129471013,1.06234125383
"YCR010C",1.00269907083,0.992135018469,1.00975281355
"YCR011C",0.973887647618,0.942998633531,1.03476289615
"YCR014C",0.983095370548,1.01754970077,1.09430043732
"YCR015C",0.970122543627,0.995732318174,1.00826006793
"YCR016W",0.79418148626,0.792686574759,0.927740258548
"YCR017C",0.948675155554,1.03270850507,1.05086219739
"YCR019W",1.015650136,1.04289876212,1.10532782493
"YCR020C",1.04557209712,1.02514080184,0.984302898434
"YCR020C-A",1.01374596818,0.905825515648,1.01088245822
"YCR020W-B",0.304421145046,0.386805788902,0.705318281474
"YCR021C",0.9775143824,0.986693668053,1.01096706648
"YCR022C",0.983444857778,0.969276622242,1.00182615636
"YCR023C",1.01303472099,1.03612578571,1.00213425165
"YCR024C-A",0.930250952059,0.971078740513,0.997833577695
"YCR025C",0.974766546951,0.926774784952,1.00348057152
"YCR026C",0.919032700713,0.802398214501,0.975374752266
"YCR027C",0.992864717448,1.00671689382,0.999601634481
"YCR028C",0.296367706756,0.595829480616,0.894520707222
"YCR028C-A",0.599632445818,0.396295863791,0.416229997511
"YCR030C",0.983135710357,0.976556677797,1.02096713303
"YCR031C",0.764271124507,0.745547397946,0.73166564059
"YCR032W",0.959527655617,0.976142588126,0.975160159963
"YCR033W",0.952560428351,0.978265886227,0.989839233346
"YCR034W",0.547513725914,0.619624066735,0.614736882367
"YCR036W",1.00392301033,0.971063197633,0.999941290112
"YCR037C",0.817570176234,0.6190785014155,0.67594230647
"YCR043C",0.993070663574,0.991872990294,1.08877434924
"YCR044C",0.885132819933,0.859062668871,0.773438010219
